Date,Open,High,Low,Close,Volume,Adj Close
2015-10-14,146.50,146.850006,144.119995,145.020004,2374300,145.020004
2015-10-13,142.190002,147.229996,142.110001,146.50,2692600,146.50
2015-10-12,145.520004,145.940002,142.029999,144.070007,2427700,144.070007
2015-10-09,142.029999,144.770004,141.309998,144.220001,2853300,144.220001
2015-10-08,144.00,144.169998,139.899994,141.259995,5545200,141.259995
2015-10-07,146.00,149.00,143.809998,144.770004,6807000,144.770004
2015-10-06,149.279999,154.470001,148.130005,149.800003,3181800,149.800003
2015-10-05,149.550003,150.380005,145.50,149.619995,3757000,149.619995
2015-10-02,136.600006,149.089996,136.309998,148.509995,6158900,148.509995
2015-10-01,138.320007,138.779999,135.309998,137.529999,2997700,137.529999
2015-09-30,136.860001,139.600006,136.009995,137.410004,2625600,137.410004
2015-09-29,133.089996,137.720001,132.009995,136.679993,3389100,136.679993
2015-09-28,133.009995,135.410004,132.360001,133.059998,4045400,133.059998
2015-09-25,135.410004,135.839996,133.050003,134.339996,3530500,134.339996
2015-09-24,131.350006,133.820007,130.770004,132.589996,4840500,132.589996
2015-09-23,137.839996,137.970001,132.240005,132.369995,4571200,132.369995
2015-09-22,139.149994,139.589996,135.399994,136.119995,4429000,136.119995
2015-09-21,143.910004,144.570007,140.509995,140.839996,2888500,140.839996
2015-09-18,144.220001,146.00,142.270004,142.570007,3282600,142.570007
2015-09-17,149.100006,151.289993,146.649994,147.059998,5176600,147.059998
2015-09-16,144.699997,151.449997,144.149994,150.350006,4838100,150.350006
2015-09-15,140.00,144.059998,139.100006,141.399994,4437600,141.399994
2015-09-14,143.919998,143.979996,140.020004,141.270004,3794500,141.270004
2015-09-11,146.619995,146.619995,142.520004,144.029999,4924400,144.029999
2015-09-10,149.199997,149.860001,145.800003,146.75,3710300,146.75
2015-09-09,150.25,153.419998,149.009995,150.110001,2878300,150.110001
2015-09-08,151.339996,152.869995,146.029999,148.179993,4899800,148.179993
2015-09-04,146.210007,147.690002,144.149994,146.00,3378900,146.00
2015-09-03,149.00,149.639999,146.270004,149.080002,2983700,149.080002
2015-09-02,146.059998,148.160004,143.759995,148.149994,1946200,148.149994
2015-09-01,142.929993,147.429993,142.699997,143.570007,4561900,143.570007
2015-08-31,152.440002,153.339996,146.100006,147.25,3381100,147.25
2015-08-28,150.169998,153.759995,150.00,152.130005,3983800,152.130005
2015-08-27,147.25,152.979996,147.110001,152.059998,5880100,152.059998
2015-08-26,139.899994,143.330002,136.059998,142.399994,8315600,142.399994
2015-08-25,149.699997,153.179993,135.610001,136.990005,8449600,136.990005
2015-08-24,125.150002,146.949997,100.00,141.080002,11160600,141.080002
2015-08-21,154.449997,157.990005,152.759995,152.910004,6364900,152.910004
2015-08-20,160.410004,161.240005,157.199997,157.399994,5381700,157.399994
2015-08-19,165.100006,165.679993,160.270004,162.889999,5767300,162.889999
2015-08-18,164.059998,168.509995,163.759995,166.110001,4112000,166.110001
2015-08-17,163.550003,167.949997,163.509995,167.429993,3359700,167.429993
2015-08-14,160.800003,166.240005,160.539993,164.240005,5062300,164.240005
2015-08-13,162.660004,163.699997,160.050003,160.889999,4683600,160.889999
2015-08-12,164.520004,164.729996,156.800003,160.820007,10247600,160.820007
2015-08-11,173.690002,174.039993,166.309998,167.940002,5257500,167.940002
2015-08-10,177.830002,179.059998,175.00,176.850006,3055400,176.850006
2015-08-07,175.210007,177.220001,173.75,176.080002,3942300,176.080002
2015-08-06,172.699997,176.229996,172.559998,174.460007,4397300,174.460007
2015-08-05,171.679993,173.759995,171.300003,172.740005,3260900,172.740005
2015-08-04,168.600006,170.449997,167.779999,170.320007,2620000,170.320007
2015-08-03,170.820007,171.669998,166.100006,169.139999,5375900,169.139999
2015-07-31,174.50,175.75,172.509995,172.660004,4180800,172.660004
2015-07-30,172.50,175.679993,171.339996,174.470001,7029000,174.470001
2015-07-29,169.199997,170.240005,167.139999,170.009995,8317600,170.009995
2015-07-28,172.600006,172.809998,162.00,168.029999,27423400,168.029999
2015-07-27,197.850006,199.940002,195.110001,197.679993,9580200,197.679993
2015-07-24,209.910004,210.00,205.25,206.25,3450200,206.25
2015-07-23,207.320007,209.75,206.50,207.630005,3469000,207.630005
2015-07-22,201.660004,206.839996,200.520004,205.740005,3418300,205.740005
2015-07-21,199.490005,203.479996,198.229996,202.399994,2580100,202.399994
2015-07-20,199.550003,201.639999,197.229996,199.610001,2896500,199.610001
2015-07-17,194.679993,200.800003,194.380005,198.440002,5829500,198.440002
2015-07-16,189.020004,190.660004,187.830002,190.100006,2345400,190.100006
2015-07-15,189.910004,190.710007,185.75,186.580002,4048500,186.580002
2015-07-14,193.270004,194.460007,191.220001,191.279999,1773200,191.279999
2015-07-13,189.899994,194.830002,188.080002,193.270004,4051100,193.270004
2015-07-10,191.289993,191.50,187.690002,187.75,3043400,187.75
2015-07-09,192.699997,192.979996,187.179993,187.570007,5391600,187.570007
2015-07-08,179.529999,187.399994,178.809998,184.580002,6451100,184.580002
2015-07-07,185.289993,188.600006,180.539993,187.539993,6249200,187.539993
2015-07-06,193.00,194.070007,188.020004,189.029999,4576600,189.029999
2015-07-02,198.360001,198.779999,195.350006,197.029999,1817300,197.029999
2015-07-01,200.589996,200.669998,196.070007,198.710007,2883200,198.710007
2015-06-30,203.589996,204.330002,198.889999,199.080002,2516000,199.080002
2015-06-29,199.929993,202.990005,198.199997,200.50,2411600,200.50
2015-06-26,205.00,206.320007,202.75,203.360001,3064100,203.360001
2015-06-25,209.440002,210.490005,207.199997,207.550003,1652900,207.550003
2015-06-24,211.889999,212.330002,209.119995,210.320007,1658000,210.320007
2015-06-23,211.00,212.160004,208.809998,211.979996,1894100,211.979996
2015-06-22,212.50,214.220001,209.130005,209.639999,1991400,209.639999
2015-06-19,211.559998,212.149994,209.520004,210.869995,2539200,210.869995
2015-06-18,209.889999,210.779999,208.020004,210.699997,1998100,210.699997
2015-06-17,207.899994,211.360001,207.710007,209.509995,4281800,209.509995
2015-06-16,204.00,206.690002,203.699997,205.00,1686000,205.00
2015-06-15,204.110001,205.919998,202.550003,205.729996,1385500,205.729996
2015-06-12,206.850006,209.839996,206.070007,207.600006,2562700,207.600006
2015-06-11,204.889999,208.00,204.889999,206.770004,2208300,206.770004
2015-06-10,202.770004,206.710007,202.429993,204.630005,2524100,204.630005
2015-06-09,201.970001,203.850006,200.690002,202.559998,2180400,202.559998
2015-06-08,206.800003,207.889999,201.820007,203.149994,2435300,203.149994
2015-06-05,203.669998,209.259995,203.160004,205.889999,2993200,205.889999
2015-06-04,202.929993,204.50,201.00,204.330002,2789500,204.330002
2015-06-03,203.00,206.50,201.059998,203.880005,2891400,203.880005
2015-06-02,199.679993,203.369995,199.350006,203.360001,2305300,203.360001
2015-06-01,198.940002,202.630005,197.580002,201.559998,2409400,201.559998
2015-05-29,201.029999,201.210007,197.190002,197.399994,2688600,197.399994
2015-05-28,197.660004,201.839996,197.00,200.270004,2412800,200.270004
2015-05-27,200.550003,202.539993,198.899994,201.449997,2026800,201.449997
2015-05-26,204.00,204.50,198.639999,200.190002,3523500,200.190002
2015-05-22,201.830002,204.410004,200.589996,203.800003,4311100,203.800003
2015-05-21,195.649994,200.639999,195.639999,200.130005,3944900,200.130005
2015-05-20,194.00,196.710007,192.75,195.509995,2614100,195.509995
2015-05-19,191.610001,194.50,190.899994,193.139999,2205800,193.139999
2015-05-18,192.990005,193.679993,190.050003,191.320007,2512100,191.320007
2015-05-15,191.729996,193.779999,189.199997,192.979996,3794700,192.979996
2015-05-14,190.970001,192.949997,189.520004,190.270004,3391600,190.270004
2015-05-13,190.289993,190.669998,188.600006,189.179993,2603100,189.179993
2015-05-12,189.919998,191.479996,188.75,189.970001,3721300,189.970001
2015-05-11,194.720001,196.990005,190.490005,190.839996,3558200,190.839996
2015-05-08,195.789993,195.899994,191.630005,193.539993,2863800,193.539993
2015-05-07,192.089996,194.619995,191.070007,193.630005,4165200,193.630005
2015-05-06,194.470001,196.00,188.610001,190.050003,6736100,190.050003
2015-05-05,201.820007,201.990005,192.740005,194.740005,7379600,194.740005
2015-05-04,204.990005,206.899994,203.520004,203.699997,4397100,203.699997
2015-05-01,200.899994,202.979996,196.130005,202.470001,6151300,202.470001
2015-04-30,209.369995,211.330002,199.600006,200.279999,11054300,200.279999
2015-04-29,219.00,220.00,215.210007,219.00,4138600,219.00
2015-04-28,222.669998,223.300003,217.25,219.190002,2456700,219.190002
2015-04-27,218.600006,223.949997,218.259995,220.460007,4351000,220.460007
2015-04-24,214.809998,217.889999,213.919998,216.899994,3355100,216.899994
2015-04-23,213.240005,215.360001,212.119995,212.279999,1902300,212.279999
2015-04-22,214.440002,215.25,212.259995,213.369995,1614000,213.369995
2015-04-21,214.520004,217.470001,212.740005,212.850006,2497700,212.850006
2015-04-20,209.179993,213.220001,208.50,211.860001,3177800,211.860001
2015-04-17,204.039993,208.089996,202.679993,207.869995,4192300,207.869995
2015-04-16,210.300003,211.550003,206.360001,206.899994,4053100,206.899994
2015-04-15,214.350006,214.720001,209.050003,210.770004,3224600,210.770004
2015-04-14,215.399994,216.169998,211.600006,213.910004,2459000,213.910004
2015-04-13,216.589996,218.880005,215.25,215.399994,2980300,215.399994
2015-04-10,219.160004,220.100006,214.710007,214.789993,3099100,214.789993
2015-04-09,215.399994,220.75,215.00,218.479996,5996400,218.479996
2015-04-08,207.00,214.169998,206.50,212.839996,5223500,212.839996
2015-04-07,205.089996,205.580002,203.800003,203.869995,2036700,203.869995
2015-04-06,204.589996,205.399994,202.270004,203.600006,4151900,203.600006
2015-04-02,210.809998,211.600006,208.509995,208.509995,1781800,208.509995
2015-04-01,210.139999,211.50,208.149994,211.070007,2559600,211.070007
2015-03-31,210.00,212.729996,208.399994,208.399994,1838400,208.399994
2015-03-30,209.399994,210.740005,207.639999,210.539993,2057200,210.539993
2015-03-27,204.979996,207.770004,204.050003,207.330002,2615800,207.330002
2015-03-26,205.00,207.679993,204.059998,205.440002,2974800,205.440002
2015-03-25,208.220001,211.110001,205.699997,207.740005,4162800,207.740005
2015-03-24,216.00,218.559998,213.529999,213.600006,1926300,213.600006
2015-03-23,212.970001,217.740005,211.50,216.779999,2207000,216.779999
2015-03-20,217.029999,217.050003,212.570007,212.690002,2291800,212.690002
2015-03-19,210.770004,215.240005,210.160004,214.570007,2918000,214.570007
2015-03-18,202.539993,211.00,202.199997,210.949997,3596400,210.949997
2015-03-17,204.559998,206.490005,202.509995,203.270004,2999900,203.270004
2015-03-16,205.119995,206.449997,203.199997,205.300003,1808300,205.300003
2015-03-13,203.399994,205.630005,202.50,204.449997,1554500,204.449997
2015-03-12,205.699997,206.770004,202.50,203.389999,2221900,203.389999
2015-03-11,210.169998,210.529999,204.00,204.380005,3076500,204.380005
2015-03-10,209.880005,212.869995,209.00,210.389999,1880100,210.389999
2015-03-09,212.00,212.710007,209.350006,211.619995,1742000,211.619995
2015-03-06,215.100006,217.850006,212.710007,213.309998,3176400,213.309998
2015-03-05,207.75,214.570007,207.210007,214.229996,3826400,214.229996
2015-03-04,205.199997,208.419998,205.029999,207.690002,1700400,207.690002
2015-03-03,204.50,207.399994,204.50,206.339996,2317200,206.339996
2015-03-02,204.190002,205.520004,202.199997,205.039993,2022500,205.039993
2015-02-27,205.50,207.460007,202.600006,203.75,2399000,203.75
2015-02-26,204.75,206.630005,203.529999,205.880005,2721900,205.880005
2015-02-25,208.830002,209.770004,202.699997,203.529999,2896000,203.529999
2015-02-24,206.529999,209.00,205.179993,208.059998,2001100,208.059998
2015-02-23,209.399994,211.00,205.539993,206.429993,3183300,206.429993
2015-02-20,208.229996,210.169998,207.320007,209.630005,2192100,209.630005
2015-02-19,207.399994,208.759995,206.509995,207.240005,1706100,207.240005
2015-02-18,208.149994,210.029999,206.570007,207.149994,2741800,207.149994
2015-02-17,213.740005,213.740005,206.479996,208.809998,4500600,208.809998
2015-02-13,207.449997,216.690002,207.25,212.130005,7793700,212.130005
2015-02-12,203.800003,206.970001,199.699997,205.020004,14190600,205.020004
2015-02-11,219.679993,219.889999,214.029999,214.669998,6944000,214.669998
2015-02-10,217.779999,220.830002,215.699997,219.440002,3580400,219.440002
2015-02-09,211.00,215.350006,210.850006,215.029999,3381000,215.029999
2015-02-06,217.259995,217.50,211.380005,211.779999,2964400,211.779999
2015-02-05,217.350006,219.190002,216.00,216.800003,1988100,216.800003
2015-02-04,216.970001,219.929993,216.00,217.240005,2721700,217.240005
2015-02-03,218.059998,219.360001,215.25,217.160004,2724200,217.160004
2015-02-02,218.770004,219.949997,213.25,217.600006,2390900,217.600006
2015-01-30,218.990005,221.520004,217.289993,217.919998,2086200,217.919998
2015-01-29,218.240005,221.160004,212.820007,220.389999,3156800,220.389999
2015-01-28,227.809998,229.399994,220.00,220.309998,3000400,220.309998
2015-01-27,227.199997,229.169998,223.520004,227.529999,2819300,227.529999
2015-01-26,234.490005,234.50,228.110001,229.460007,2416900,229.460007
2015-01-23,229.199997,234.669998,228.600006,233.330002,2808300,233.330002
2015-01-22,230.00,230.509995,224.899994,229.880005,3339100,229.880005
2015-01-21,220.820007,228.940002,220.059998,228.279999,3536900,228.279999
2015-01-20,222.020004,223.850006,217.009995,220.360001,2551500,220.360001
2015-01-16,220.00,222.00,216.419998,220.199997,4035700,220.199997
2015-01-15,218.479996,219.50,215.00,215.970001,2342100,215.970001
2015-01-14,217.339996,219.949997,214.00,216.820007,2535400,216.820007
2015-01-13,223.610001,224.50,218.00,219.600006,2868800,219.600006
2015-01-12,226.100006,226.50,220.00,220.889999,3177700,220.889999
2015-01-09,230.130005,232.990005,226.850006,226.899994,2310800,226.899994
2015-01-08,227.050003,232.139999,224.729996,229.210007,2642100,229.210007
2015-01-07,222.419998,227.00,221.020004,224.350006,2280700,224.350006
2015-01-06,220.889999,222.869995,216.020004,220.179993,3231400,220.179993
2015-01-05,222.880005,224.830002,218.350006,219.789993,2744000,219.789993
2015-01-02,229.460007,230.449997,221.490005,223.080002,3490000,223.080002
2014-12-31,229.779999,231.00,227.130005,227.970001,1925200,227.970001
2014-12-30,228.520004,231.199997,227.830002,230.009995,1546300,230.009995
2014-12-29,233.210007,234.800003,229.00,230.210007,2214000,230.210007
